HARIBO ΣΠΑΓΓΕΤΙ,0.85
HARIBO ΒΑΤΡΑΧΟ,0.85
HARIBO ΚΕΡΑΣΙ ΞΙΝΟ,0.85
HARIBO PICO BALLA,0.85
HARIBO EXOTIC,0.85
HARIBO ΠΑΤΑΤΑ,0.85
HARIBO ΜΠΑΝΑΝΑ,0.85
HARIBO PASTA,0.85
ΙΟΝ ΓΑΛΑΚΤΟΣ 100ΓΡ,1.35
ΙΟΝ ΑΜΥΓΔΑΛΟΥ 100ΓΡ,1.35
ΙΟΝ ΓΑΛΑΚΤΟΣ 70ΓΡ,1.25
ΙΟΝ ΑΜΥΓΔΑΛΟΥ 70ΓΡ,1.25
ΙΟΝ BREAK ΑΣΠΡΗ ΣΤΑΦΙΔΑ,1.35
ΙΟΝ BREAK ΦΟΥΝΤΟΥΚΙ,1.35
ΙΟΝ BREAK ΓΑΛΑΚΤΟΣ,1.35
ΙΟΝ BREAK ΑΜΥΓΔΑΛΟ,1.35
ΙΟΝ BREAK ΠΟΡΤΟΚΑΛΙ,1.35
ΙΟΝ BREAK ΛΕΜΟΝΙ,1.35
ΣΟΚΟΦΡΕΤΑ,0.43
DERBY,0.43
ΦΙΛΤΡΑ ΠΑΠΠΟΥ ΠΡΑΣΙΝΑ,0.7
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΑΣΗΜΙ,0.3
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΑΣΠΡΑ,0.3
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΓΛΥΚΟΡΙΖΑ,0.32
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΡΟΖ,0.34
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΚΑΦΕ,0.3
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΜΠΛΕ,0.3
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΠΡΑΣΙΝΑ,0.3
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΜΑΥΡΑ,0.3
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΚΟΚΚΙΝΑ,0.3
ΧΑΡΤΑΚΙΑ ΠΑΠΠΟΥ ΚΙΤΡΙΝΑ,0.3
GIZEH ΛΑΧΑΝΙ,0.28
GIZEH ΠΡΑΣΙΝΟ,0.28
GIZEH ΛΑΧΑΝΙ ΤΖΙΒΑΝΑ,1
GIZEH ΜΑΥΡΟ ΤΖΙΒΑΝΑ,1
GIZEH ΜΑΓΝΗΤΑΚΙ,0.5
ΣΟΚΟΛΑΤΑ ΠΑΥΛΙΔΗΣ ΥΓΕΙΑΣ,1.3
ΣΟΚΟΛΑΤΑ ΠΑΥΛΙΔΗΣ ΚΕΡΑΣΙ,1.3
ΣΟΚΟΛΑΤΑ ΠΑΥΛΙΔΗΣ ΦΡΑΟΥΛΑ,1.3
ΣΟΚΟΛΑΤΑ ΠΑΥΛΙΔΗΣ ΠΟΡΤΟΚΑΛΙ,1.3
ΣΟΚΟΛΑΤΑ ΠΑΥΛΙΔΗΣ ΛΕΜΟΝΙ,1.3
ΣΟΚΟΛΑΤΑ ΠΑΥΛΙΔΗΣ ΦΟΥΝΤΟΥΚΙ,1.3
ΣΟΚΟΛΑΤΑ ΠΑΥΛΙΔΗΣ ΑΜΥΓΔΑΛΟ,1.3
PRINGLES ΜΕΓΑΛΑ ΔΙΑΦΟΡΑ,2.25
PRINGLES ΜΕΓΑΛΑ ΚΟΚΚΙΝΑ,2.25
PRINGLES ΜΕΓΑΛΑ ΠΟΡΤΟΚΑΛΙ,2.25
PRINGLES ΜΕΓΑΛΑ ΜΟΒ,2.25
PRINGLES ΜΕΓΑΛΑ ΠΡΑΣΙΝΑ,2.25
PRINGLES ΜΕΓΑΛΑ ΜΠΛΕ,2.25
PRINGLES ΜΕΓΑΛΑ ΜΑΥΡΑ,2.25
PRINGELS ΜΙΚΡΑ ΔΙΑΦΟΡΑ,0.98
PRINGLES ΜΙΚΡΑ ΚΟΚΚΙΝΑ,0.98
PRINGLES ΜΙΚΡΑ ΠΡΑΣΙΝΑ,0.98
PRINGLES ΜΙΚΡΑ ΜΟΒ,0.98
PRINGLES ΜΙΚΡΑ ΠΟΡΤΟΚΑΛΙ,0.98
PRINGLES ΜΙΚΡΑ ΜΑΥΡΑ,0.98
3BIT,0.75
KINDER JOY,0.95
KINDER ΑΥΓΑ,0.7
KINDER ΣΟΚΟΛΑΤΑ,1.1
KINDER BUENO,0.7
KINDER BUENO ΑΣΠΡΟ,0.7
CHUPA CHUPS ΔΙΑΦΟΡΑ,0.9
CHUPA CHUPS ΒΑΤΟΜΟΥΡΟ,0.9
CHUPA CHUPS ΦΡΑΟΥΛΑ,0.9
CHUPA CHUPS ΜΑΝΓΚΟ,0.9
CHUPA CHUPS ΣΤΑΦΥΛΙ,0.9
CHUPA CHUPS ΛΕΜΟΝΙ,0.9
CHUPA CHUPS ΓΛΕΙΦΙΤΖΟΥΡΙ,0.15
KISS,0.38
SNICKERS,0.55
BOUNTY,0.7
TWIX,0.55
AMARETTI ΠΛΑΚΕ,0.55
AMARETTI ΣΑΚΟΥΛΑΚΙ,1.35
MARS,0.55
ΥΓΡΑ ΜΑΝΤΗΛΑΚΙΑ ΦΘΗΝΑ,0.3
MALTESERS,0.65
M&MS,0.55
TOBLERONE,1.19
KITKAT,0.6
ΣΟΚΟΛΑΤΑ LACTA ΔΙΑΦΟΡΕΣ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΓΑΛΑΚΤΟΣ,1.3
ΣΟΚΟΛΑΤΑ LACTA OREO,1.3
ΣΟΚΟΛΑΤΑ LACTA ΦΡΑΟΥΛΑ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΛΕΥΚΗ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΦΡΑΟΥΛΑ OREO,1.3
ΣΟΚΟΛΑΤΑ LACTA LILA PAUSE,1.3
ΣΟΚΟΛΑΤΑ LACTA ΚΡΕΜΑ ΦΡΑΟΥΛΑ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΣΑΝΤΟΥΙΤΣ ΜΠΙΣΚΟΤΟ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΑΜΥΓΔΑΛΟ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΦΟΥΝΤΟΥΚΙ,1.3
ΣΟΚΟΛΑΤΑ LACTA BROWNIE OREO,1.3
ΣΟΚΟΛΑΤΑ LACTA ΔΙΠΛΗ ΚΑΡΑΜΕΛΑ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΤΡΙΠΛΗ ΚΑΡΑΜΕΛΑ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΤΡΙΠΛΗ ΣΟΚΟΛΑΤΑ,1.3
ΣΟΚΟΛΑΤΑ LACTA ΛΕΥΚΗ OREO,1.3
ΣΟΚΟΛΑΤΑ LACTA ΣΑΝΤΟΥΙΤΣ OREO,1.3
ΣΟΚΟΛΑΤΑ LACTA CRACKER,1.3
ΣΟΚΟΛΑΤΑ MILKA,0.9
ΣΟΚΟΛΑΤΑ MILKA OREO ΑΣΠΡΗ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΦΟΥΝΤΟΥΚΙ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΒΑΤΟΜΟΥΡΟ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΤΡΙΠΛΗ ΣΟΚΟΛΑΤΑ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΤΡΙΠΛΗ ΚΑΡΑΜΕΛΑ,0.9
ΣΟΚΟΛΑΤΑ MILKA BUBBLY ΑΣΠΡΗ,0.9
ΣΟΚΟΛΑΤΑ MILKA BUBBLY ΚΑΦΕ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΦΡΑΟΥΛΑ,0.9
ΣΟΚΟΛΑΤΑ MILKA AHOY,0.9
ΣΟΚΟΛΑΤΑ MILKA ΝΟΥΑΖΕΤΑ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΚΑΡΑΜΕΛΑ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΑΣΠΡΗ,0.9
ΣΟΚΟΛΑΤΑ MILKA OREO,0.9
ΣΟΚΟΛΑΤΑ MILKA OREO ΟΛΟΚΛΗΡΟ,0.9
ΣΟΚΟΛΑΤΑ MILKA CRACKER TU,0.9
ΣΟΚΟΛΑΤΑ MILKA ΣΑΝΤΟΥΙΤΣ ΜΠΙΣΚΟΤΟ LU,0.9
ΣΟΚΟΛΑΤΑ MILKA ΤΡΙΠΛΗ ΣΟΚΟΛΑΤΑ,0.9
ΣΟΚΟΛΑΤΑ MILKA SMARTIES,0.9
ΣΟΚΟΛΑΤΑ MILKA OREO BROWNIE,0.9
ΣΟΚΟΛΑΤΑ MILKA ΣΤΑΦΙΔΑ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΠΑΙΔΙΚΗ,0.9
ΣΟΚΟΛΑΤΑ MILKA ΚΕΡΑΣΙ,0.9
CRUNCH ΑΣΠΡΗ,1.19
CRUNCH ΜΠΛΕ,1.19
LILA PAUSE,0.75
ΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ,1.1
ΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΟΚΟΛΑΤΑ,1.1
ΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ ΛΕΜΟΝΙ,1.1
ΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΝΙΛΙΑ,1.1
ΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΠΑΝΑΝΑ,1.1
ΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ ΚΑΡΥΔΑΑ,1.1
ΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΟΡΤΟΚΑΛΙ,1.1
ΔΙΠΛΟΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΟΚΟΛΑΤΑ,1.2
ΔΙΠΛΟΓΕΜΙΣΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΝΙΛΙΑ,1.2
COOKIES ΠΑΠΑΔΟΠΟΥΛΟΥ ΚΟΚΚΙΝΑ,1.35
COOKIES ΠΑΠΑΔΟΠΟΥΛΟΥ ΚΑΦΕ,1.35
BATONETTES,0.55
PICK CRACKERS BACON,1.1
PICK CRACKER ΚΙΤΡΙΝΟ,1.1
MINI PICK CRACKERS ΚΙΤΡΙΝΑ,0.65
MINI PICK CRACKERS ΚΟΚΚΙΝΑ,0.65
OREO ΜΠΙΣΚΟΤΑ,1.2
ΜΙΡΑΝΤΑ ΠΑΠΑΔΟΠΟΥΛΟΥ,1.35
ΠΤΙ-ΜΠΕΡ ΣΚΕΤΑ,1
ΠΤΙ-ΜΠΕΡ ΣΟΚΟΛΑΤΑ,1.7
CAPRICE ΜΙΚΡΑ,1.35
CAPRICE ΜΕΓΑΛΑ,3.3
CREAM CRACKERS ΚΟΚΚΙΝΟ,1.2
CREAM CRACKERS ΜΑΥΡΟ,1.2
DIGESTIVE ΚΟΚΚΙΝΑ,1.5
DIGESTIVE ΠΡΑΣΙΝΑ,1.9
EVANS TARGET ΜΠΛΕ,0.3
EVANS TARGET ΜΟΒ,0.3
EVANS TARGET ΠΡΑΣΙΝΟ,0.3
ΠΕΤΡΕΣ ZIPPO,1.2
ΦΥΤΙΛΙ,1.2
ΒΙΑΠ ΚΟΚΚΙΝΗ,0.6
ΒΙΑΠ ΠΡΑΣΙΝΗ,0.6
ΚΟΛΙΕΔΑΚΙΑ,0.2
